num_author,name_author,field,continent,university,h_index,h_rank,i10_index,i10_rank,Euclidean_index,Euclidean_rank,Total_Citation,Total_Citation_rank,Total_Publication,Total_Publication_rank,ABC,ABC_rank,ABC_A,ABC_A_rank,DBC,DBC_rank,CRBC,CRBC_rank,CEBC,CEBC_rank,TCEBC,TCEBC_rank,ACES,ACES_rank,ABC+CES,ABC+CES_rank,ABC*CES,ABC*CES_rank
111,Randolph Sloof,behavior-experiment,Europe,Amsterdam,18,872,26,777,638.2577849113945,752,1643.0,881,52,637,0,3283,20,383,26.0,718,0,3203,26,797,17.5,716,319.12889245569727,1318,638.2577849113945,591,639.2577849113945,1193
112,Jeroen Van De Ven,behavior-experiment,Europe,Amsterdam,13,1348,16,1280,163.90546055577283,2010,533.0,1771,23,1634,0,3283,10,906,11.5,1753,0,3203,16,1309,9.0,1418,81.95273027788642,2302,163.90546055577283,1822,164.90546055577283,2210
113,Katrien Antonio,other,Europe,Amsterdam,20,726,27,733,241.0082986123092,1621,1127.0,1177,52,637,0,3283,0,3965,26.0,718,0,3203,27,755,13.5,969,120.5041493061546,1989,241.0082986123092,1430,242.0082986123092,1903
114,Frank Van Berkum,other,Europe,Amsterdam,3,3600,1,3809,42.485291572496,3295,51.0,3547,4,3855,0,3283,0,3965,2.0,3907,0,3203,1,3860,0.5,4086,21.242645786248,3392,42.485291572496,3175,43.485291572496,3324
115,Servaas Van Bilsen,finance,Europe,Amsterdam,4,3256,2,3404,40.53393639902249,3327,67.0,3375,7,3309,0,3283,0,3965,3.5,3382,0,3203,2,3459,1.0,3730,20.266968199511243,3418,40.53393639902249,3210,41.53393639902249,3355
116,Umut Can,econometrics,Europe,Amsterdam,4,3256,1,3809,13.784048752090222,3992,26.0,3893,5,3656,0,3283,1,2917,2.5,3719,0,3203,1,3860,1.0,3730,6.892024376045111,4012,13.784048752090222,3912,14.784048752090222,3961
117,Rob Kaas,other,Europe,Amsterdam,25,490,35,527,907.1444206960654,552,3203.0,526,75,352,0,3283,0,3965,37.5,409,0,3203,35,538,17.5,716,453.5722103480327,1141,907.1444206960654,414,908.1444206960654,995
118,Torsten Kleinow,multiple-field,Europe,Amsterdam,10,1802,11,1709,101.9803902718557,2489,320.0,2217,36,1023,0,3283,0,3965,18.0,1148,0,3203,11,1737,5.5,2026,50.99019513592785,2689,101.9803902718557,2319,102.9803902718557,2614
119,Roger Laeven,multiple-field,Europe,Amsterdam,19,797,27,733,408.8936291995756,1108,1266.0,1078,51,654,0,3283,8,1097,25.5,733,0,3203,27,755,15.5,820,204.44681459978776,1570,408.8936291995756,897,409.8936291995756,1473
120,Hans Schumacher,finance,Europe,Amsterdam,1,4388,1,3809,67.0,2884,67.0,3375,4,3855,0,3283,0,3965,2.0,3907,0,3203,1,3860,0.5,4086,33.5,3038,67.0,2737,68.0,2965
121,Irene Simonetti,labor,Europe,Amsterdam,2,3967,1,3809,15.264337522473747,3954,21.0,3971,6,3475,0,3283,0,3965,3.0,3545,0,3203,1,3860,0.5,4086,7.632168761236874,3979,15.264337522473747,3870,16.264337522473745,3926
122,Andrey Ugarte Montero,finance,Europe,Amsterdam,2,3967,0,4385,8.48528137423857,4156,12.0,4154,4,3855,0,3283,0,3965,2.0,3907,0,3203,0,4408,0.0,4504,4.242640687119285,4172,8.48528137423857,4100,9.48528137423857,4132
123,Michel Vellekoop,multiple-field,Europe,Amsterdam,10,1802,12,1604,82.58329128825031,2677,302.0,2262,33,1137,0,3283,2,2431,16.5,1262,0,3203,12,1632,6.0,1923,41.291645644125154,2853,82.58329128825031,2527,83.58329128825031,2786
124,Robert Verschuren,other,Europe,Amsterdam,4,3256,2,3404,59.64897316802696,2993,90.0,3198,7,3309,0,3283,0,3965,3.5,3382,0,3203,2,3459,1.0,3730,29.82448658401348,3138,59.64897316802696,2857,60.64897316802696,3060
125,Marco Zullino,finance,Europe,Amsterdam,2,3967,0,4385,9.219544457292889,4118,13.0,4130,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,4.609772228646444,4136,9.219544457292889,4060,10.219544457292889,4092
126,Cees Diks,multiple-field,Europe,Amsterdam,19,797,24,859,1353.7326176169354,339,3604.0,472,37,989,0,3283,0,3965,18.5,1111,0,3203,24,876,12.0,1098,676.8663088084677,981,1353.7326176169354,261,1354.7326176169354,809
127,Cars Hommes,multiple-field,Europe,Amsterdam,44,113,88,96,1901.3992216260108,227,8315.0,184,121,122,1,1576,16,541,61.0,147,1,1424,88,98,45.5,136,1896.4837915764813,660,1527.9675831529628,214,3055.9351663059256,535
128,Maurice Koster,micro_theory,Europe,Amsterdam,6,2677,4,2824,39.42080668885405,3344,122.0,2988,18,1994,0,3283,0,3965,9.0,2114,0,3203,4,2882,2.0,3174,19.710403344427025,3433,39.42080668885405,3231,40.42080668885405,3370
129,Simon Trimborn,finance,Europe,Amsterdam,7,2425,5,2603,167.52611736681538,1991,361.0,2108,9,3018,0,3283,0,3965,4.5,3116,0,3203,5,2654,2.5,2945,83.76305868340769,2289,167.52611736681538,1800,168.52611736681538,2193
130,Jan Tuinstra,multiple-field,Europe,Amsterdam,18,872,28,696,380.1775900812672,1171,1361.0,1024,50,671,0,3283,6,1392,25.0,750,0,3203,28,718,15.5,820,190.0887950406336,1626,380.1775900812672,967,381.1775900812672,1525
131,Florian Wagener,multiple-field,Europe,Amsterdam,17,948,24,859,284.9596462659231,1432,1126.0,1178,49,693,0,3283,0,3965,24.5,776,0,3203,24,876,12.0,1098,142.47982313296154,1852,284.9596462659231,1246,285.9596462659231,1766
132,Sander Barendse,econometrics,Europe,Amsterdam,2,3967,0,4385,9.219544457292889,4118,13.0,4130,2,4322,0,3283,1,2917,1.0,4350,0,3203,0,4408,0.5,4086,4.609772228646444,4136,9.219544457292889,4060,10.219544457292889,4092
133,Peter Boswijk,econometrics,Europe,Amsterdam,14,1239,17,1215,547.1983187108674,861,1288.0,1063,40,899,0,3283,19,415,20.0,1011,0,3203,17,1241,13.5,969,273.5991593554337,1401,547.1983187108674,686,548.1983187108674,1282
134,Maurice Bun,econometrics,Europe,Amsterdam,12,1477,16,1280,503.75787835030434,918,1358.0,1026,29,1320,0,3283,3,2072,14.5,1436,0,3203,16,1309,8.5,1487,251.87893917515217,1437,503.75787835030434,741,504.75787835030434,1328
135,Kees Jan Van Garderen,econometrics,Europe,Amsterdam,6,2677,4,2824,40.58324777540605,3325,87.0,3214,11,2737,0,3283,3,2072,5.5,2853,0,3203,4,2882,2.5,2945,20.291623887703025,3416,40.58324777540605,3208,41.58324777540605,3353
136,Noud Van Giersbergen,econometrics,Europe,Amsterdam,6,2677,4,2824,42.36744032862972,3297,101.0,3112,13,2492,0,3283,1,2917,6.5,2616,0,3203,4,2882,2.0,3174,21.18372016431486,3393,42.36744032862972,3176,43.36744032862972,3325
137,Yi He,econometrics,Europe,Amsterdam,4,3256,2,3404,17.72004514666935,3865,36.0,3736,6,3475,0,3283,4,1786,3.0,3545,0,3203,2,3459,2.5,2945,8.860022573334675,3895,17.72004514666935,3773,18.72004514666935,3844
138,Arturas Juodis,econometrics,Europe,Amsterdam,11,1625,12,1604,341.098226321979,1280,686.0,1572,19,1915,0,3283,5,1568,9.5,2035,0,3203,12,1632,6.0,1923,170.5491131609895,1708,341.098226321979,1070,342.098226321979,1614
139,Bart Keijsers,macro,Europe,Amsterdam,2,3967,0,4385,6.324555320336759,4256,8.0,4272,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,3.1622776601683795,4269,6.324555320336759,4207,7.324555320336759,4227
140,Jan Kiviet,econometrics,Europe,Amsterdam,19,797,26,777,1123.7375138349703,430,2354.0,680,43,813,2,1169,12,763,22.5,866,2,1039,26,797,14.5,901,859.5961521507505,898,1119.5580521834202,324,3355.6741565502607,506
141,Frank Kleibergen,econometrics,Europe,Amsterdam,18,872,21,998,1614.3673683520738,277,2868.0,572,36,1023,3,924,21,355,19.5,1041,3,816,21,1017,15.5,820,1973.4810196638305,647,1591.2622579410493,197,6357.049031764197,334
142,Hans Van Ophem,labor,Europe,Amsterdam,10,1802,10,1828,103.92785959500948,2463,299.0,2269,19,1915,0,3283,3,2072,9.5,2035,0,3203,10,1859,5.5,2026,51.96392979750473,2668,103.92785959500948,2290,104.92785959500948,2591
143,Mario Rothfelder,other,Europe,Amsterdam,1,4388,0,4385,1.0,4570,1.0,4570,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.5,4572,1.0,4561,2.0,4561
144,Lina Zhang,econometrics,Europe,Amsterdam,2,3967,0,4385,4.47213595499958,4357,6.0,4335,6,3475,0,3283,2,2431,3.0,3545,0,3203,0,4408,1.0,3730,2.23606797749979,4362,4.47213595499958,4318,5.47213595499958,4330
145,Patrick Beissner,micro_theory,Oceania,ANU,6,2677,2,3404,26.057628441590765,3627,65.0,3397,12,2609,1,1576,2,2431,6.5,2616,1,1424,2,3459,2.0,3174,26.87420882906575,3206,20.748417658131498,3678,41.496835316263,3357
146,Alison Booth,labor,Oceania,ANU,33,250,67,173,1153.6576615270233,413,5514.0,306,84,277,2,1169,19,415,43.0,305,1,1424,68,173,35.5,221,768.4320877466091,927,1145.7289888780472,317,3434.1869666341418,498
147,Markus Brueckner,multiple-field,Oceania,ANU,21,669,32,583,482.2198668657276,952,2004.0,764,59,532,1,1576,24,285,30.0,588,1,1424,32,600,20.0,589,463.7405978091216,1127,406.4811956182432,904,812.9623912364864,1054
148,Evan Calford,behavior-experiment,Oceania,ANU,3,3600,3,3094,34.49637662132068,3434,66.0,3386,8,3159,1,1576,3,2072,4.5,3116,1,1424,3,3149,3.0,2752,35.28533025558642,2987,27.570660511172846,3489,55.14132102234569,3130
149,Elena Capatina,multiple-field,Oceania,ANU,2,3967,1,3809,44.7213595499958,3230,52.0,3533,3,4085,0,3283,2,2431,1.5,4125,0,3203,1,3860,1.0,3730,22.360679774997894,3336,44.7213595499958,3101,45.7213595499958,3269
150,Bruce Chapman,multiple-field,Oceania,ANU,19,797,40,441,222.48595461286988,1696,1224.0,1103,88,257,0,3283,1,2917,44.0,295,0,3203,40,448,20.0,589,111.24297730643494,2042,222.48595461286988,1496,223.48595461286988,1952
151,Paul Chen,labor,Oceania,ANU,1,4388,1,3809,15.0,3958,15.0,4081,1,4577,0,3283,1,2917,0.5,4588,0,3203,1,3860,0.5,4086,7.5,3982,15.0,3876,16.0,3930
152,Yijuan Chen,i_organization,Oceania,ANU,6,2677,3,3094,32.17141588429082,3490,83.0,3240,11,2737,0,3283,3,2072,5.5,2853,0,3203,3,3149,2.0,3174,16.08570794214541,3563,32.17141588429082,3383,33.17141588429082,3499
153,Ashley Craig,p_finance,Oceania,ANU,2,3967,1,3809,31.20897306865447,3505,36.0,3736,3,4085,0,3283,0,3965,1.5,4125,0,3203,1,3860,0.5,4086,15.604486534327236,3573,31.20897306865447,3395,32.20897306865447,3514
154,Damien Eldridge,multiple-field,Oceania,ANU,2,3967,1,3809,15.84297951775486,3933,21.0,3971,4,3855,0,3283,0,3965,2.0,3907,0,3203,1,3860,0.5,4086,7.92148975887743,3961,15.84297951775486,3850,16.84297951775486,3908
155,Tue Gorgens,econometrics,Oceania,ANU,7,2425,5,2603,111.0810514894417,2393,257.0,2396,23,1634,0,3283,3,2072,11.5,1753,0,3203,5,2654,2.5,2945,55.54052574472085,2610,111.0810514894417,2211,112.0810514894417,2532
156,Simon Grant,micro_theory,Oceania,ANU,17,948,31,605,279.3385043276347,1456,1134.0,1171,74,360,7,445,30,187,40.5,343,4,656,34,558,27.0,375,977.8800277135018,857,270.0893384384856,1316,2112.7147075078847,648
157,Bob Gregory,labor,Oceania,ANU,15,1141,19,1100,386.2861633556138,1153,1185.0,1127,33,1137,0,3283,1,2917,16.5,1262,0,3203,19,1119,9.5,1356,193.1430816778069,1610,386.2861633556138,947,387.2861633556138,1512
158,Dana Hanna,p_finance,Oceania,ANU,1,4388,1,3809,20.0,3796,20.0,3989,1,4577,0,3283,0,3965,0.5,4588,0,3203,1,3860,0.5,4086,10.0,3830,20.0,3699,21.0,3778
159,Tim Hatton,history,Oceania,ANU,32,272,67,173,534.7644341202956,874,3369.0,507,98,208,1,1576,7,1234,49.5,228,1,1424,67,179,34.5,235,339.73949459799155,1279,530.4789891959831,706,1060.9579783919662,917
160,Timo Henckel,multiple-field,Oceania,ANU,4,3256,2,3404,27.65863337187866,3597,55.0,3490,16,2168,0,3283,0,3965,8.0,2304,0,3203,2,3459,1.0,3730,13.82931668593933,3653,27.65863337187866,3486,28.65863337187866,3593
161,Fedor Iskhakov,multiple-field,Oceania,ANU,13,1348,16,1280,205.6307370020348,1773,684.0,1575,53,615,0,3283,1,2917,26.5,696,0,3203,16,1309,8.0,1567,102.8153685010174,2104,205.6307370020348,1576,206.6307370020348,2016
163,Timothy Kam,macro,Oceania,ANU,5,2944,3,3094,38.09199390948182,3368,91.0,3190,19,1915,0,3283,4,1786,9.5,2035,0,3203,3,3149,3.0,2752,19.04599695474091,3457,38.09199390948182,3257,39.09199390948182,3394
164,Tina Kao,i_organization,Oceania,ANU,3,3600,1,3809,18.33030277982336,3848,32.0,3798,7,3309,0,3283,0,3965,3.5,3382,0,3203,1,3860,0.5,4086,9.16515138991168,3877,18.33030277982336,3753,19.33030277982336,3829
165,Cagri Kumru,p_finance,Oceania,ANU,7,2425,6,2423,109.52625256074454,2414,220.0,2532,15,2273,0,3283,2,2431,7.5,2418,0,3203,6,2464,3.5,2589,54.76312628037227,2629,109.52625256074454,2230,110.52625256074454,2549
166,Ruitian Lang,micro_theory,Oceania,ANU,2,3967,0,4385,10.63014581273465,4079,15.0,4081,2,4322,0,3283,1,2917,1.0,4350,0,3203,0,4408,0.5,4086,5.315072906367325,4095,10.63014581273465,4014,11.63014581273465,4052
168,Sephorah Mangin,micro_theory,Oceania,ANU,5,2944,1,3809,18.520259177452136,3845,43.0,3658,7,3309,0,3283,4,1786,3.5,3382,0,3203,1,3860,2.0,3174,9.260129588726068,3874,18.520259177452136,3749,19.520259177452136,3826
169,Martine Mariotti,multiple-field,Oceania,ANU,10,1802,10,1828,81.49846624323675,2687,268.0,2357,30,1275,0,3283,0,3965,15.0,1386,0,3203,10,1859,5.0,2147,40.74923312161837,2866,81.49846624323675,2538,82.49846624323675,2795
170,Kieron Meagher,multiple-field,Oceania,ANU,8,2197,6,2423,101.57755657624377,2492,268.0,2357,24,1571,0,3283,1,2917,12.0,1681,0,3203,6,2464,3.0,2752,50.78877828812188,2693,101.57755657624377,2322,102.57755657624377,2619
171,Juergen Meinecke,labor,Oceania,ANU,5,2944,1,3809,20.049937655763426,3792,40.0,3695,5,3656,0,3283,2,2431,2.5,3719,0,3203,1,3860,1.0,3730,10.024968827881713,3825,20.049937655763426,3695,21.049937655763426,3773
172,Idione Meneghel,micro_theory,Oceania,ANU,3,3600,2,3404,52.11525688318153,3103,70.0,3350,4,3855,1,1576,2,2431,2.5,3719,1,1424,2,3459,2.0,3174,57.34846922834954,2588,15.696938456699067,3856,31.393876913398135,3528
173,Xin Meng,labor,Oceania,ANU,33,250,55,243,806.2946111688952,610,4113.0,420,75,352,2,1169,9,991,38.5,391,1,1424,56,241,29.0,327,539.7562223834682,1053,795.5124447669363,469,2383.5373343008087,605
174,Rohan Pitchford,micro_theory,Oceania,ANU,9,1992,9,1961,97.14936952960632,2534,300.0,2268,19,1915,1,1576,2,2431,10.0,1962,1,1424,9,2003,5.0,2147,96.96793553679744,2153,78.93587107359485,2574,157.8717421471897,2244
175,Michael Price,behavior-experiment,Oceania,ANU,18,872,25,816,614.7918346887831,777,1851.0,809,37,989,3,924,11,832,20.0,1011,3,816,25,834,15.0,864,2031.682656258348,635,482.5091240007848,769,1922.036496003139,679
176,Maria Racionero,p_finance,Oceania,ANU,7,2425,4,2824,89.46507698538016,2606,204.0,2595,19,1915,0,3283,1,2917,9.5,2035,0,3203,4,2882,2.5,2945,44.73253849269008,2795,89.46507698538016,2449,90.46507698538016,2721
177,Martin Richardson,i_trade,Oceania,ANU,11,1625,12,1604,154.4312144613258,2069,513.0,1805,59,532,0,3283,3,2072,29.5,601,0,3203,12,1632,6.5,1818,77.2156072306629,2356,154.4312144613258,1886,155.4312144613258,2256
178,Jose Rodrigues-Neto,micro_theory,Oceania,ANU,6,2677,3,3094,31.25699921617557,3504,83.0,3240,15,2273,0,3283,3,2072,7.5,2418,0,3203,3,3149,2.0,3174,15.628499608087784,3572,31.25699921617557,3394,32.25699921617557,3513
179,Sutanuka Roy,behavior-experiment,Oceania,ANU,1,4388,0,4385,2.23606797749979,4467,3.0,4453,2,4322,0,3283,2,2431,1.0,4350,0,3203,0,4408,1.0,3730,1.118033988749895,4470,2.23606797749979,4440,3.23606797749979,4442
180,Kailing Shen,labor,Oceania,ANU,8,2197,7,2254,180.78993334807112,1918,343.0,2159,9,3018,2,1169,4,1786,5.5,2853,2,1039,7,2299,4.5,2297,290.1781539723069,1376,108.0565886685028,2243,321.16976600550845,1672
181,John Stachurski,multiple-field,Oceania,ANU,11,1625,14,1430,216.46477773531657,1720,583.0,1702,60,517,1,1576,16,541,30.5,577,0,3203,15,1379,12.0,1098,116.15844858354802,2019,217.31689716709604,1522,434.6337943341921,1429
182,Ronald Stauber,micro_theory,Oceania,ANU,4,3256,2,3404,20.396078054371134,3782,46.0,3618,9,3018,0,3283,4,1786,4.5,3116,0,3203,2,3459,2.5,2945,10.198039027185567,3816,20.396078054371134,3684,21.396078054371134,3763
183,Rabee Tourky,micro_theory,Oceania,ANU,15,1141,22,952,117.14094075087498,2347,510.0,1809,35,1061,1,1576,15,589,18.0,1148,1,1424,22,972,13.0,1007,112.37863910639904,2037,99.75727821279808,2341,199.5145564255961,2049
184,Chung Tran,p_finance,Oceania,ANU,9,1992,9,1961,64.89221833163049,2911,211.0,2568,20,1840,0,3283,5,1568,10.0,1962,0,3203,9,2003,5.5,2026,32.446109165815244,3066,64.89221833163049,2772,65.89221833163049,2989
185,Thomas Yang,econometrics,Oceania,ANU,5,2944,2,3404,136.36715146984628,2189,182.0,2693,12,2609,0,3283,7,1234,6.0,2731,0,3203,2,3459,4.0,2445,68.18357573492314,2445,136.36715146984628,2012,137.36715146984628,2353
186,Glenn Alexander Withers,multiple-field,Oceania,ANU,10,1802,10,1828,114.73883387938018,2363,391.0,2044,42,840,0,3283,1,2917,21.0,953,0,3203,10,1859,5.0,2147,57.36941693969009,2587,114.73883387938018,2181,115.73883387938018,2508
187,Debasis Bandyopadhyay,macro,Oceania,Auckland,4,3256,2,3404,30.166206257996716,3530,58.0,3462,11,2737,0,3283,2,2431,5.5,2853,0,3203,2,3459,2.0,3174,15.083103128998356,3594,30.166206257996716,3419,31.166206257996716,3535
188,Diego Carrasco Novoa,multiple-field,Oceania,Auckland,1,4388,0,4385,9.0,4129,9.0,4234,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,4.5,4147,9.0,4072,10.0,4105
189,Ananish Chaudhuri,behavior-experiment,Oceania,Auckland,18,872,24,859,974.687642273154,515,2280.0,694,65,467,1,1576,3,2072,33.0,516,1,1424,24,876,12.5,1053,574.3078919613815,1034,971.6157839227632,382,1943.2315678455263,675
191,Chanelle Duley,political_econ,Oceania,Auckland,0,4667,0,4385,0.0,4667,0.0,4667,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,0.0,4667,0.0,4669,1.0,4669
192,Simona Fabrizi,micro_theory,Oceania,Auckland,4,3256,1,3809,28.407745422683583,3572,61.0,3436,14,2384,0,3283,2,2431,7.0,2517,0,3203,1,3860,1.5,3437,14.203872711341791,3632,28.407745422683583,3461,29.407745422683583,3572
193,Prasanna Gai,multiple-field,Oceania,Auckland,10,1802,10,1828,857.4421263269026,583,1471.0,967,36,1023,0,3283,2,2431,18.0,1148,0,3203,10,1859,5.0,2147,428.7210631634513,1169,857.4421263269026,434,858.4421263269026,1024
194,Ryan Greenaway-Mcgrevy,multiple-field,Oceania,Auckland,9,1992,8,2100,118.31314381758268,2340,364.0,2104,33,1137,0,3283,2,2431,16.5,1262,0,3203,8,2146,4.0,2445,59.156571908791335,2570,118.31314381758268,2158,119.31314381758268,2487
195,John Hillas,micro_theory,Oceania,Auckland,4,3256,2,3404,33.555923471125034,3460,66.0,3386,10,2874,0,3283,4,1786,5.0,2983,0,3203,2,3459,3.0,2752,16.777961735562517,3543,33.555923471125034,3356,34.555923471125034,3479
196,James Allan Jones,p_finance,Oceania,Auckland,0,4667,0,4385,0.0,4667,0.0,4667,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,0.0,4667,0.0,4669,1.0,4669
197,Steffen Lippert,micro_theory,Oceania,Auckland,5,2944,2,3404,60.76183012385325,2981,120.0,3002,17,2079,0,3283,5,1568,8.5,2203,0,3203,2,3459,3.0,2752,30.380915061926625,3124,60.76183012385325,2846,61.76183012385325,3049
198,Sholeh Maani,labor,Oceania,Auckland,10,1802,10,1828,68.79680225126747,2859,261.0,2382,28,1363,0,3283,0,3965,14.0,1485,0,3203,10,1859,5.0,2147,34.39840112563373,3014,68.79680225126747,2717,69.79680225126747,2944
199,Robert Macculloch,multiple-field,Oceania,Auckland,15,1141,17,1215,1886.4063719145988,229,4589.0,381,28,1363,2,1169,11,832,15.0,1386,2,1039,17,1241,11.0,1189,2628.496357073348,573,1571.028999094663,203,4710.086997283989,411
200,Greta Meggiorini,macro,Oceania,Auckland,2,3967,1,3809,17.11724276862369,3881,19.0,4007,2,4322,0,3283,0,3965,1.0,4350,0,3203,1,3860,0.5,4086,8.558621384311845,3910,17.11724276862369,3790,18.11724276862369,3857
201,David Ratliff,finance,Oceania,Auckland,0,4667,0,4385,0.0,4667,0.0,4667,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.0,4667,0.0,4669,1.0,4669
202,Peter Phillips,econometrics,Oceania,Auckland,69,18,219,5,15206.001117979704,8,43696.0,8,364,5,22,67,124,4,193.0,5,22,51,219,6,136.5,4,120078.53879483868,42,14815.013452302408,7,340262.3094029554,4
203,Stephen Poletti,multiple-field,Oceania,Auckland,11,1625,13,1510,84.38601779915912,2663,325.0,2201,31,1232,0,3283,1,2917,15.5,1343,0,3203,13,1535,6.5,1818,42.19300889957956,2840,84.38601779915912,2507,85.38601779915912,2769
204,Lingli Qi,multiple-field,Oceania,Auckland,8,2197,7,2254,114.01315713548152,2369,253.0,2416,18,1994,0,3283,0,3965,9.0,2114,0,3203,7,2299,3.5,2589,57.00657856774076,2593,114.01315713548152,2188,115.01315713548152,2514
205,Yun So,labor,Oceania,Auckland,0,4667,0,4385,0.0,4667,0.0,4667,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.0,4667,0.0,4669,1.0,4669
206,Sam Stemper,labor,Oceania,Auckland,1,4388,0,4385,2.0,4497,2.0,4502,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,1.0,4501,2.0,4473,3.0,4474
207,Asha Sundaram,i_trade,Oceania,Auckland,8,2197,8,2100,70.7248188403477,2829,228.0,2507,21,1766,0,3283,3,2072,10.5,1890,0,3203,8,2146,5.0,2147,35.36240942017385,2984,70.7248188403477,2683,71.7248188403477,2918
208,Le Wen,multiple-field,Oceania,Auckland,20,726,35,527,498.5940232293203,929,1486.0,956,58,546,0,3283,0,3965,29.0,616,0,3203,35,538,17.5,716,249.29701161466016,1442,498.5940232293203,748,499.5940232293203,1336
209,Sherry Wu,macro,Oceania,Auckland,1,4388,0,4385,1.0,4570,1.0,4570,2,4322,0,3283,0,3965,1.0,4350,0,3203,0,4408,0.0,4504,0.5,4572,1.0,4561,2.0,4561
210,Haikun Zhan,political_econ,Oceania,Auckland,1,4388,0,4385,1.0,4570,1.0,4570,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.5,4572,1.0,4561,2.0,4561
211,Haiping Zhang,i_finance,Oceania,Auckland,3,3600,1,3809,31.0322412983658,3508,47.0,3604,6,3475,0,3283,1,2917,3.0,3545,0,3203,1,3860,0.5,4086,15.5161206491829,3576,31.0322412983658,3398,32.032241298365804,3517
212,Matthew Backus,multiple-field,North America,Berkeley,7,2425,6,2423,132.23842104320514,2220,283.0,2313,10,2874,4,749,6,1392,7.0,2517,3,816,7,2299,6.0,1923,510.76626240823657,1079,105.27191120937732,2273,511.35955604688655,1318
