num_author,name_author,field,continent,university,h_index,h_rank,i10_index,i10_rank,Euclidean_index,Euclidean_rank,Total_Citation,Total_Citation_rank,Total_Publication,Total_Publication_rank,ABC,ABC_rank,ABC_A,ABC_A_rank,DBC,DBC_rank,CRBC,CRBC_rank,CEBC,CEBC_rank,TCEBC,TCEBC_rank,ACES,ACES_rank,ABC+CES,ABC+CES_rank,ABC*CES,ABC*CES_rank
408,Emily Oster,multiple-field,North America,Brown,26,451,33,565,2616.216543025443,149,4907.0,358,48,712,5,627,14,640,26.5,696,5,545,33,579,19.0,627,5054.430705552261,429,2571.4985875702328,99,15404.991525421396,164
409,Bobby Pakzad-Hurson,micro_theory,North America,Brown,1,4388,1,3809,28.0178514522438,3585,29.0,3841,4,3855,2,1169,3,2072,3.0,3545,1,1424,2,3459,2.5,2945,28.500000000000004,3169,3.0,4407,6.0,4300
410,Matthew Pecenco,labor,North America,Brown,2,3967,1,3809,43.15089802078283,3272,48.0,3588,3,4085,2,1169,3,2072,2.5,3719,1,1424,2,3459,2.5,2945,65.0472369909914,2482,5.0,4288,12.0,4041
411,Mark Pitt,development,North America,Brown,15,1141,17,1215,1231.8437400904386,383,2695.0,596,20,1840,3,924,9,991,11.5,1753,3,816,17,1241,10.0,1294,2213.105218431014,607,912.1276038048784,412,3640.5104152195136,483
412,Louis Putterman,multiple-field,North America,Brown,39,164,85,104,934.8753927663302,540,5850.0,283,134,97,3,924,28,209,68.5,112,3,816,85,105,47.0,127,2433.360690587333,590,826.4445943717161,450,3297.7783774868644,512
413,Kareen Rozen,micro_theory,North America,Brown,8,2197,7,2254,70.4769465853906,2832,181.0,2699,14,2384,3,924,7,1234,8.5,2203,2,1039,8,2146,6.5,1818,203.342612635392,1572,42.57271787481876,3171,162.29087149927503,2228
414,Jonathan Roth,econometrics,North America,Brown,5,2944,5,2603,768.9057159366159,636,1300.0,1058,9,3018,4,749,6,1392,6.5,2616,3,816,6,2464,5.0,2147,2094.7382615381066,625,641.8259950801629,585,3194.1299754008146,523
415,Susanne Schennach,econometrics,North America,Brown,18,872,21,998,1012.0805303927152,497,2235.0,707,30,1275,7,445,14,640,18.5,1111,6,456,22,972,16.0,788,5811.213993181417,399,274.8488379664918,1295,2150.7907037319346,640
416,Jesse Shapiro,multiple-field,North America,Brown,54,55,70,153,2756.1288068593603,139,15384.0,82,92,240,42,8,60,29,67.0,119,32,12,80,117,62.0,65,207300.27912835343,26,1924.906795356584,148,81007.9922003331,33
417,Bryce Millett Steinberg,development,North America,Brown,4,3256,4,2824,215.59452683219956,1723,321.0,2212,5,3656,1,1576,3,2072,3.0,3545,1,1424,4,2882,2.5,2945,238.37663853655727,1467,67.75327707311455,2728,135.5065541462291,2361
418,Matthew Turner,multiple-field,North America,Brown,22,617,26,777,1123.3516813536178,431,3887.0,448,33,1137,9,329,11,832,21.0,953,8,320,27,755,18.0,684,13741.049495125428,253,609.4514967922055,618,6014.514967922055,350
419,Gaurab Aryal,i_organization,North America,BU,6,2677,6,2423,45.24378410345447,3217,119.0,3011,13,2492,3,924,8,1097,8.0,2304,2,1039,7,2299,6.5,1818,119.46524375297656,1996,42.64845520319802,3170,162.59382081279207,2225
420,Marianne Baxter,macro,North America,BU,17,948,20,1048,1519.749650435887,296,3777.0,456,26,1461,5,627,16,541,15.5,1343,5,545,20,1065,13.5,969,3688.140081644319,504,1452.9568363732394,232,8693.741018239436,274
421,Joaquin Blaum,i_trade,North America,BU,2,3967,1,3809,62.65780079128216,2949,72.0,3336,3,4085,1,1576,1,2917,2.0,3907,0,3203,2,3459,1.5,3437,32.324910215354166,3069,63.64982043070834,2794,127.29964086141668,2424
422,Regina Cati,i_finance,North America,BU,2,3967,2,3404,43.0,3277,59.0,3453,4,3855,0,3283,0,3965,2.0,3907,0,3203,2,3459,1.0,3730,21.5,3377,43.0,3155,44.0,3309
423,Christophe Chamley,multiple-field,North America,BU,14,1239,18,1155,344.7230772663762,1265,822.0,1427,31,1232,7,445,14,640,19.0,1075,6,456,19,1119,14.0,936,1277.779714132189,763,340.9595783923557,1071,2679.676627138846,567
424,Krishna Dasaratha,micro_theory,North America,BU,6,2677,3,3094,25.98076211353316,3631,79.0,3276,11,2737,2,1169,5,1568,6.5,2616,0,3203,5,2654,4.5,2297,36.27802915780868,2966,26.55605831561735,3507,76.66817494685205,2860
425,Ishita Dey,labor,North America,BU,1,4388,1,3809,30.0,3535,30.0,3824,2,4322,0,3283,0,3965,1.0,4350,0,3203,1,3860,0.5,4086,15.0,3598,30.0,3423,31.0,3538
426,Randall P. Ellis,p_finance,North America,BU,34,230,50,291,1192.2780715923614,400,5149.0,336,79,311,0,3283,16,541,39.5,366,0,3203,50,299,26.0,403,596.1390357961807,1021,1192.2780715923614,302,1193.2780715923614,872
427,Bahar Erbas,multiple-field,North America,BU,7,2425,3,3094,178.51610571598297,1928,256.0,2402,13,2492,0,3283,0,3965,6.5,2616,0,3203,3,3149,1.5,3437,89.25805285799147,2231,178.51610571598297,1732,179.51610571598297,2141
428,Haldun Evrenk,political_econ,North America,BU,5,2944,1,3809,20.8806130178211,3772,56.0,3480,12,2609,0,3283,3,2072,6.0,2731,0,3203,1,3860,2.0,3174,10.44030650891055,3809,20.8806130178211,3676,21.8806130178211,3755
429,James Feigenbaum,history,North America,BU,11,1625,11,1709,177.49929577325088,1933,494.0,1840,20,1840,3,924,4,1786,11.5,1753,1,1424,13,1535,8.0,1567,123.4663253588982,1965,179.99152522084214,1724,711.9661008833685,1128
430,Ivan Fernandez-Val,econometrics,North America,BU,22,617,26,777,748.4176641421553,649,2621.0,621,42,840,10,280,20,383,26.0,718,7,384,29,684,21.0,550,10180.609394146228,302,329.31175988365976,1103,3523.4293587202574,492
431,Raymond Fisman,multiple-field,North America,BU,46,100,67,173,2572.07503778564,151,11394.0,124,92,240,20,83,46,66,56.0,184,20,64,67,179,46.0,134,83775.36457545595,60,1652.5158498464878,188,34303.83284677624,90
432,Martin Fiszbein,history,North America,BU,6,2677,6,2423,183.74710882079205,1899,327.0,2197,10,2874,3,924,5,1568,6.5,2616,3,816,6,2464,4.5,2297,451.8993190302136,1143,103.9504829111778,2289,407.8019316447112,1477
433,Jean-Jacques Forneron,econometrics,North America,BU,3,3600,1,3809,18.788294228055936,3838,27.0,3874,5,3656,1,1576,4,1786,3.0,3545,0,3203,2,3459,2.5,2945,11.340770846134705,3755,19.68154169226941,3711,39.36308338453881,3390
434,Stefania Garetto,multiple-field,North America,BU,5,2944,4,2824,84.61087400565013,2661,157.0,2808,6,3475,1,1576,2,2431,3.5,3382,1,1424,4,2882,3.0,2752,93.4846890933906,2188,49.96937818678118,3006,99.93875637356236,2644
435,Ekaterina “katya” Gnedenko,other,North America,BU,2,3967,0,4385,3.605551275463989,4413,5.0,4375,6,3475,0,3283,0,3965,3.0,3545,0,3203,0,4408,0.0,4504,1.8027756377319943,4417,3.605551275463989,4374,4.60555127546399,4383
436,Joshua Goodman,labor,North America,BU,22,617,24,859,450.4819641228714,1016,1694.0,858,35,1061,2,1169,9,991,18.5,1111,2,1039,24,876,13.0,1007,375.5227032308765,1228,449.2560787736708,826,1344.7682363210124,816
437,Adam Guren,multiple-field,North America,BU,8,2197,7,2254,428.0887758397784,1063,784.0,1457,11,2737,5,627,6,1392,8.0,2304,4,656,8,2146,6.5,1818,1894.352113265949,662,191.78597377747613,1653,1126.7158426648568,890
438,Tarek Hassan,multiple-field,North America,BU,13,1348,13,1510,684.8846618227043,702,1465.0,974,18,1994,11,246,13,700,14.5,1436,8,320,16,1309,13.5,969,7073.186793614729,368,216.1267900592217,1526,2473.52148071066,594
439,Todd Idson,labor,North America,BU,10,1802,12,1604,354.19062664051404,1230,847.0,1403,21,1766,1,1576,3,2072,11.0,1825,1,1424,12,1632,7.0,1731,305.0200604863484,1343,325.04012097269685,1120,650.0802419453937,1180
440,Jordi Jaumandreu,i_organization,North America,BU,10,1802,10,1828,698.1468326935244,692,1739.0,839,15,2273,2,1169,4,1786,8.5,2203,2,1039,10,1859,6.0,1923,1035.7732357833506,836,612.6774926260177,613,1835.0324778780528,693
441,Jihye Jeon,i_organization,North America,BU,4,3256,3,3094,24.698178070456937,3660,48.0,3588,4,3855,1,1576,3,2072,2.5,3719,0,3203,4,2882,2.5,2945,18.84271928232701,3470,24.68543856465402,3553,49.37087712930804,3213
442,E. Nilay Kafali,multiple-field,North America,BU,3,3600,2,3404,19.1049731745428,3829,29.0,3841,3,4085,0,3283,0,3965,1.5,4125,0,3203,2,3459,1.0,3730,9.5524865872714,3858,19.1049731745428,3729,20.1049731745428,3809
443,Hiroaki Kaido,econometrics,North America,BU,6,2677,5,2603,64.92303135251773,2910,149.0,2836,13,2492,3,924,6,1392,8.0,2304,3,816,5,2654,5.0,2147,257.5464276672855,1426,24.6794833886788,3554,90.7179335547152,2719
444,Robert G. King,macro,North America,BU,30,323,35,527,5198.616258197945,46,13051.0,101,56,569,6,525,33,157,31.0,565,6,456,35,538,24.5,444,20293.074036547707,187,2697.294855641054,92,18846.06398948737,132
445,Laurence J. Kotlikoff,p_finance,North America,BU,26,451,43,396,665.0045112628936,728,2809.0,576,100,192,17,114,27,228,58.5,168,16,105,44,387,33.5,251,21923.29924914567,173,253.32181448186284,1383,4271.792660673531,437
446,David Lagakos,development,North America,BU,14,1239,18,1155,526.3031445849435,885,1453.0,980,21,1766,8,386,12,763,14.5,1436,7,384,19,1119,13.5,969,6626.001454518982,376,203.7702735350799,1588,1770.932461815719,711
447,Kevin Lang,labor,North America,BU,27,420,39,455,1088.1732398841648,455,3873.0,449,59,532,9,329,27,228,34.0,490,8,320,40,448,28.5,340,10688.62097655748,294,928.7021256907044,402,9207.021256907045,260
448,Barton Lipman,micro_theory,North America,BU,21,669,24,859,460.8090710912709,994,1589.0,904,32,1187,12,216,24,285,22.0,892,12,173,24,876,19.0,627,11198.639044249094,290,167.18376203714098,1803,2030.388906482833,657
449,Ching-To Albert Ma,multiple-field,North America,BU,21,669,30,633,408.79090009441256,1109,1600.0,901,53,615,3,924,21,355,28.0,646,3,816,30,649,20.5,567,1020.2875014688672,847,368.2026834512584,993,1464.8107338050334,779
450,Chiara Margaria,micro_theory,North America,BU,3,3600,2,3404,19.1049731745428,3829,29.0,3841,4,3855,0,3283,2,2431,2.0,3907,0,3203,2,3459,1.0,3730,9.5524865872714,3858,19.1049731745428,3729,20.1049731745428,3809
451,Robert A. Margo,history,North America,BU,28,386,42,412,561.5086820343921,836,2464.0,654,65,467,4,749,4,1786,34.5,474,3,816,43,408,23.5,479,1333.2558839564704,751,406.6748067609892,902,2018.374033804946,660
452,Benjamin Marx,multiple-field,North America,BU,6,2677,5,2603,271.99080866823425,1494,367.0,2096,9,3018,3,924,6,1392,6.0,2731,1,1424,7,2299,6.0,1923,171.41879485507172,1700,273.83758971014345,1303,1087.3503588405738,907
453,Yuhei Miyauchi,multiple-field,North America,BU,2,3967,1,3809,17.832554500127006,3863,24.0,3921,3,4085,2,1169,3,2072,2.5,3719,0,3203,3,3149,2.5,2945,21.82455532033676,3363,19.0,3735,54.0,3143
454,Dilip Mookherjee,multiple-field,North America,BU,36,203,68,166,969.9654633026888,517,5251.0,329,106,170,16,128,48,55,61.0,147,14,128,70,160,49.0,114,21223.49003308986,177,653.6997726203139,569,10857.896134545335,225
455,Andrew F. Newman,micro_theory,North America,BU,14,1239,16,1280,1601.6141857513626,279,2360.0,677,21,1766,7,445,15,589,14.0,1485,7,384,16,1309,12.5,1053,8852.4672155549,330,107.96534058774824,2246,815.7227247019858,1052
456,Jawwad Noor,micro_theory,North America,BU,9,1992,9,1961,106.31556800393815,2443,305.0,2256,13,2492,2,1169,8,1097,7.5,2418,1,1424,10,1859,7.0,1731,104.11298400633628,2094,103.65136496870072,2297,307.9540949061022,1700
457,Juan Ortner,micro_theory,North America,BU,8,2197,7,2254,59.77457653551382,2991,183.0,2686,15,2273,6,525,10,906,10.5,1890,4,656,9,2003,9.0,1418,462.54432658770617,1131,37.11269837220809,3278,224.7888886054566,1947
458,Daniele Paserman,labor,North America,BU,19,797,20,1048,428.5883806171138,1062,1578.0,909,24,1571,6,525,14,640,15.0,1386,6,456,20,1065,14.0,936,2977.3135658258457,552,381.7299562185586,961,2637.1096935299106,575
459,Pierre Perron,econometrics,North America,BU,40,151,83,107,13775.111542198125,10,32582.0,18,118,132,4,749,35,139,61.0,147,4,656,83,109,45.0,140,28746.47331745064,148,12974.440123604134,10,64857.200618020666,47
460,Bjorn Persson,other,North America,BU,1,4388,1,3809,57.0,3029,57.0,3471,1,4577,0,3283,0,3965,0.5,4588,0,3203,1,3860,0.5,4086,28.5,3170,57.0,2892,58.0,3090
461,Zhongjun Qu,econometrics,North America,BU,15,1141,16,1280,409.9670718484596,1105,1193.0,1123,26,1461,3,924,16,541,14.5,1436,3,816,16,1309,13.0,1007,808.0911064152324,919,282.21855239220764,1253,1120.8742095688306,893
462,Natalia Ramondo,i_trade,North America,BU,10,1802,11,1709,233.67926737303847,1655,626.0,1653,14,2384,8,386,8,1097,11.0,1825,6,456,13,1535,10.5,1239,2699.9459739303047,567,109.3755394560246,2234,921.3798551042214,985
463,Marc Rysman,i_organization,North America,BU,16,1038,23,906,876.5175411821489,571,2147.0,731,31,1232,3,924,10,906,17.0,1221,3,816,23,925,13.5,969,1365.304968643868,743,831.2077034174458,447,3316.8308136697838,511
464,Johannes Schmieder,labor,North America,BU,14,1239,15,1353,479.1210702943464,955,1361.0,1024,20,1840,9,329,13,700,14.5,1436,8,320,16,1309,13.5,969,5508.42366406666,412,389.1026177231617,938,3811.026177231617,469
465,Linh Tô,behavior-experiment,North America,BU,1,4388,1,3809,50.0,3134,50.0,3563,1,4577,1,1576,1,2917,1.0,4350,1,1424,1,3860,1.0,3730,50.00000000000001,2706,1.0,4561,2.0,4561
466,Marina Agranov,behavior-experiment,North America,Caltech,12,1477,13,1510,173.35512683506076,1960,530.0,1775,23,1634,2,1169,14,640,12.5,1623,1,1424,14,1453,10.5,1239,183.57921727336264,1647,125.15843454672522,2095,372.4753036401757,1539
467,Colin F. Camerer,behavior-experiment,North America,Caltech,91,6,188,14,10472.328585372024,13,55280.0,6,234,25,21,73,39,104,127.5,24,19,73,190,14,106.5,17,107731.55525079108,48,10109.935176717116,12,221978.57388777653,8
468,Hannah Druckenmiller,p_finance,North America,Caltech,5,2944,5,2603,1051.0951431721107,472,1145.0,1157,8,3159,1,1576,1,2917,4.5,3116,1,1424,5,2654,3.0,2752,560.2561279985223,1042,1051.5122559970446,349,2103.024511994089,649
469,Philip T. Hoffman,history,North America,Caltech,15,1141,18,1155,279.21497094532737,1458,863.0,1391,34,1095,1,1576,1,2917,17.5,1186,1,1424,18,1177,9.5,1356,151.47849296576155,1799,279.95698593152315,1267,559.9139718630463,1267
470,Pawel Janas,multiple-field,North America,Caltech,3,3600,2,3404,39.97499218261337,3336,60.0,3445,5,3656,0,3283,2,2431,2.5,3719,0,3203,2,3459,2.0,3174,19.987496091306685,3426,39.97499218261337,3221,40.97499218261337,3363
471,Eric Mazumdar,other,North America,Caltech,12,1477,14,1430,121.37956994486346,2311,379.0,2067,36,1023,0,3283,0,3965,18.0,1148,0,3203,14,1453,7.0,1731,60.68978497243173,2545,121.37956994486346,2129,122.37956994486346,2462
472,Axel Niemeyer,micro_theory,North America,Caltech,1,4388,0,4385,1.0,4570,1.0,4570,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.5,4572,1.0,4561,2.0,4561
473,Thomas R. Palfrey III,multiple-field,North America,Caltech,42,131,80,112,1864.8887366274696,237,7444.0,214,114,144,17,114,63,25,65.5,127,15,113,82,112,56.0,81,17462.5865909236,210,1826.277756454216,160,32584.999616175883,92
474,Charles R. Plott,multiple-field,North America,Caltech,39,164,78,117,1213.614436301744,394,5966.0,278,114,144,23,62,36,128,68.5,112,22,51,79,119,52.5,96,48558.686059973705,95,594.9965034858168,633,13751.916083659602,183
475,Luciano Pomatto,micro_theory,North America,Caltech,5,2944,3,3094,32.984845004941285,3471,92.0,3183,15,2273,6,525,8,1097,10.5,1890,3,816,6,2464,7.0,1731,371.730971121793,1233,16.246950765959596,3826,78.72865536171719,2838
476,Antonio Rangel,behavior-experiment,North America,Caltech,61,35,74,134,3281.837595006797,114,17750.0,61,85,272,9,329,12,763,47.0,257,9,268,74,138,42.0,155,13089.159849918597,260,3211.5633483195925,76,32035.633483195925,94
477,Jean-Laurent Rosenthal,history,North America,Caltech,18,872,20,1048,313.13894679518864,1349,1114.0,1188,26,1461,1,1576,1,2917,13.5,1526,1,1424,20,1065,10.5,1239,280.04999107461595,1393,281.09998214923183,1259,562.1999642984637,1264
478,Kota Saito,micro_theory,North America,Caltech,9,1992,9,1961,118.54534997206764,2337,329.0,2193,15,2273,4,749,7,1234,9.5,2035,4,656,9,2003,7.5,1649,666.3110840618974,990,64.55575942881073,2779,307.77879714405367,1702
479,Robert Sherman,econometrics,North America,Caltech,9,1992,8,2100,133.5926644692739,2210,323.0,2206,15,2273,2,1169,7,1234,8.5,2203,2,1039,8,2146,6.0,1923,168.21643091919697,1724,130.432861838394,2055,388.298585515182,1511
480,Matthew Shum,multiple-field,North America,Caltech,24,528,39,455,399.4984355413673,1126,1919.0,784,78,323,14,160,36,128,46.0,276,12,173,41,434,30.5,304,7928.322009830182,350,281.5985799663369,1257,4028.9786994950537,456
481,Charles Sprenger,behavior-experiment,North America,Caltech,16,1038,17,1215,783.100249010304,624,2364.0,676,22,1700,10,280,15,589,16.0,1305,9,268,18,1177,15.0,864,9837.294687476273,310,536.7712976235513,700,5805.484273859064,362
482,Omer Tamuz,other,North America,Caltech,19,797,35,527,539.1669500256854,870,1857.0,806,67,442,10,280,13,700,38.5,391,6,456,39,464,25.0,431,1545.435342303288,709,545.2466721054882,690,5898.71339316037,359
483,Yi Xin,multiple-field,North America,Caltech,2,3967,0,4385,5.5677643628300215,4290,9.0,4234,5,3656,0,3283,3,2072,2.5,3719,0,3203,0,4408,1.5,3437,2.7838821814150108,4300,5.5677643628300215,4243,6.5677643628300215,4257
484,Alexander Rodnyansky,multiple-field,Europe,Cambridge,3,3600,2,3404,201.2510869535864,1804,282.0,2317,3,4085,0,3283,1,2917,1.5,4125,0,3203,2,3459,1.5,3437,100.6255434767932,2126,201.2510869535864,1609,202.2510869535864,2040
485,Anna Watson,i_trade,Europe,Cambridge,2,3967,1,3809,22.11334438749598,3734,25.0,3909,3,4085,0,3283,0,3965,1.5,4125,0,3203,1,3860,0.5,4086,11.05667219374799,3774,22.11334438749598,3636,23.11334438749598,3718
486,Andonis Ragusis,political_econ,Europe,Cambridge,1,4388,0,4385,1.0,4570,1.0,4570,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.5,4572,1.0,4561,2.0,4561
487,Aytek Erdil,micro_theory,Europe,Cambridge,6,2677,6,2423,220.1794722493448,1703,391.0,2044,10,2874,1,1576,8,1097,5.5,2853,1,1424,6,2464,4.5,2297,246.04074282632723,1452,93.0814856526544,2413,186.1629713053088,2112
488,Benjamin Arold,labor,Europe,Cambridge,2,3967,0,4385,5.744562646538029,4285,9.0,4234,5,3656,1,1576,1,2917,3.0,3545,0,3203,1,3860,1.0,3730,6.061552812808831,4045,5.123105625617661,4260,10.24621125123532,4090
489,Bob Rowthorn,multiple-field,Europe,Cambridge,8,2197,7,2254,102.61091559868278,2481,237.0,2480,14,2384,0,3283,2,2431,7.0,2517,0,3203,7,2299,3.5,2589,51.30545779934139,2682,102.61091559868278,2310,103.61091559868278,2606
490,Bryony Reich,political_econ,Europe,Cambridge,2,3967,2,3404,69.83552104767315,2847,95.0,3161,4,3855,2,1169,4,1786,3.0,3545,0,3203,4,2882,3.0,2752,34.91776052383658,2999,71.83552104767315,2675,212.50656314301943,1992
491,Charles Brendon,macro,Europe,Cambridge,1,4388,0,4385,1.0,4570,1.0,4570,1,4577,0,3283,1,2917,0.5,4588,0,3203,0,4408,0.5,4086,0.5,4572,1.0,4561,2.0,4561
492,Christopher Harris,micro_theory,Europe,Cambridge,16,1038,18,1155,811.236710214719,604,2279.0,695,24,1571,6,525,17,493,15.0,1386,6,456,18,1177,13.5,969,8982.850641118128,327,285.93749302299614,1242,1966.562451160973,672
493,Christopher Rauh,multiple-field,Europe,Cambridge,14,1239,15,1353,809.7005619363247,607,1361.0,1024,27,1408,0,3283,8,1097,13.5,1526,0,3203,15,1379,8.5,1487,404.8502809681624,1193,809.7005619363247,461,810.7005619363247,1057
494,Chryssi Giannitsarou,macro,Europe,Cambridge,11,1625,13,1510,121.5606844337428,2308,361.0,2108,18,1994,0,3283,5,1568,9.0,2114,0,3203,13,1535,7.5,1649,60.78034221687141,2543,121.5606844337428,2125,122.5606844337428,2460
495,Clive Lawson,other,Europe,Cambridge,15,1141,17,1215,822.5411843792382,599,1918.0,785,24,1571,0,3283,0,3965,12.0,1681,0,3203,17,1241,8.5,1487,411.2705921896191,1185,822.5411843792382,453,823.5411843792382,1050
496,Collin Constantine,multiple-field,Europe,Cambridge,5,2944,4,2824,75.46522377890362,2769,143.0,2870,14,2384,0,3283,0,3965,7.0,2517,0,3203,4,2882,2.0,3174,37.73261188945181,2932,75.46522377890362,2626,76.46522377890362,2865
497,Constantine Yannelis,multiple-field,Europe,Cambridge,17,948,25,816,588.646753155065,810,1663.0,875,33,1137,1,1576,14,640,17.0,1221,1,1424,25,834,14.5,901,317.098622914151,1323,589.197245828302,641,1178.394491656604,875
498,Cristiano Ristuccia,history,Europe,Cambridge,3,3600,3,3094,36.98648401781386,3391,60.0,3445,3,4085,0,3283,0,3965,1.5,4125,0,3203,3,3149,1.5,3437,18.49324200890693,3483,36.98648401781386,3282,37.98648401781386,3415
499,Dario Palumbo,econometrics,Europe,Cambridge,3,3600,0,4385,6.557438524302,4233,11.0,4176,4,3855,0,3283,2,2431,2.0,3907,0,3203,0,4408,1.0,3730,3.278719262151,4249,6.557438524302,4187,7.557438524302,4207
500,David Newbery,multiple-field,Europe,Cambridge,36,203,89,92,1085.4966605199668,456,5499.0,311,147,80,4,749,25,268,75.5,88,3,816,90,92,50.5,107,2394.028780752521,592,713.6802096719339,522,3553.4010483596694,488
501,Debopam Bhattacharya,multiple-field,Europe,Cambridge,6,2677,6,2423,121.68812596141004,2305,258.0,2392,14,2384,4,749,10,906,9.0,2114,1,1424,9,2003,8.0,1567,154.3698795606845,1787,120.69618674146984,2143,588.4809337073491,1244
502,Donald Robertson,multiple-field,Europe,Cambridge,14,1239,15,1353,282.5597281991897,1438,856.0,1395,27,1408,0,3283,7,1234,13.5,1526,0,3203,15,1379,9.0,1418,141.27986409959487,1859,282.5597281991897,1252,283.5597281991897,1772
503,Edoardo Gallo,behavior-experiment,Europe,Cambridge,6,2677,6,2423,261.8243686137713,1533,442.0,1935,16,2168,0,3283,4,1786,8.0,2304,0,3203,6,2464,5.0,2147,130.91218430688565,1925,261.8243686137713,1344,262.8243686137713,1836
504,Elisa Faraglia,macro,Europe,Cambridge,6,2677,4,2824,44.75488800120049,3228,103.0,3101,8,3159,1,1576,7,1234,4.5,3116,1,1424,4,2882,4.0,2445,42.8878267675241,2830,38.77565353504821,3242,77.55130707009641,2847
505,Eric French,multiple-field,Europe,Cambridge,23,568,30,633,712.5159647334226,674,2605.0,626,42,840,7,445,16,541,24.5,776,6,456,31,620,20.0,589,7133.249604561728,363,325.50745674159657,1118,2556.059653932773,580
506,Flavio Toxvaerd,multiple-field,Europe,Cambridge,8,2197,8,2100,136.6125909277765,2187,345.0,2151,18,1994,0,3283,6,1392,9.0,2114,0,3203,8,2146,6.0,1923,68.30629546388825,2444,136.6125909277765,2010,137.6125909277765,2352
507,Florin Bilbiie,macro,Europe,Cambridge,15,1141,19,1100,382.4748357735447,1164,1141.0,1161,25,1518,2,1169,14,640,13.5,1526,2,1039,19,1119,12.5,1053,503.8739185864995,1087,292.14823797500475,1218,873.4447139250142,1011
508,Gabriella Santangelo,development,Europe,Cambridge,1,4388,1,3809,28.0,3587,28.0,3857,1,4577,1,1576,1,2917,1.0,4350,1,1424,1,3860,1.0,3730,28.000000000000004,3179,1.0,4561,2.0,4561
509,Geoff Whittington,multiple-field,Europe,Cambridge,18,872,25,816,304.94425720121376,1373,1191.0,1126,80,301,0,3283,0,3965,40.0,354,0,3203,25,834,12.5,1053,152.47212860060688,1791,304.94425720121376,1175,305.94425720121376,1705
510,Giancarlo Corsetti,multiple-field,Europe,Cambridge,30,323,46,346,958.7700454227802,524,4518.0,387,90,249,8,386,24,285,49.0,234,7,384,47,340,29.0,327,6248.434067492332,385,837.3919459459441,444,7473.527513513497,303
511,Hamid Sabourian,micro_theory,Europe,Cambridge,12,1477,12,1604,155.09996776273036,2066,426.0,1968,22,1700,5,627,16,541,13.5,1526,5,545,12,1632,11.0,1189,1115.4525746846225,814,64.9666574022598,2769,365.7999444135588,1553
512,Hanming Fang,multiple-field,Europe,Cambridge,42,131,90,88,1221.5997707923818,390,7054.0,232,138,90,22,67,72,20,80.0,76,18,84,94,82,63.0,63,26811.88205078486,154,1082.6818561661173,337,24418.682691820697,109
513,Hanbaek Lee,macro,Europe,Cambridge,0,4667,0,4385,0.0,4667,0.0,4667,1,4577,0,3283,1,2917,0.5,4588,0,3203,0,4408,0.5,4086,0.0,4667,0.0,4669,1.0,4669
514,Jagjit S Chadha,macro,Europe,Cambridge,10,1802,11,1709,102.6352765865616,2480,430.0,1961,75,352,0,3283,2,2431,37.5,409,0,3203,11,1737,6.0,1923,51.3176382932808,2681,102.6352765865616,2309,103.6352765865616,2605
515,Jeremy Edwards,multiple-field,Europe,Cambridge,11,1625,11,1709,449.3562061438564,1020,1101.0,1193,23,1634,0,3283,2,2431,11.5,1753,0,3203,11,1737,6.0,1923,224.6781030719282,1503,449.3562061438564,825,450.3562061438564,1401
516,Jose Gabriel Palma,multiple-field,Europe,Cambridge,9,1992,9,1961,344.0334286083258,1268,727.0,1531,32,1187,0,3283,0,3965,16.0,1305,0,3203,9,2003,4.5,2297,172.0167143041629,1698,344.0334286083258,1058,345.0334286083258,1606
517,Juan Block,micro_theory,Europe,Cambridge,1,4388,0,4385,2.23606797749979,4467,3.0,4453,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,1.118033988749895,4470,2.23606797749979,4440,3.23606797749979,4442
518,Julia Shvets,political_econ,Europe,Cambridge,3,3600,3,3094,63.58458932791813,2932,107.0,3084,5,3656,2,1169,2,2431,3.5,3382,1,1424,4,2882,3.0,2752,68.85065946199303,2434,43.701318923986086,3131,128.10395677195825,2418
519,Ken Coutts,multiple-field,Europe,Cambridge,7,2425,4,2824,112.51666543228164,2379,204.0,2595,15,2273,0,3283,1,2917,7.5,2418,0,3203,4,2882,2.5,2945,56.25833271614081,2601,112.51666543228164,2197,113.51666543228164,2522
520,Kristoffer Berg,p_finance,Europe,Cambridge,1,4388,0,4385,2.23606797749979,4467,3.0,4453,4,3855,0,3283,0,3965,2.0,3907,0,3203,0,4408,0.0,4504,1.118033988749895,4470,2.23606797749979,4440,3.23606797749979,4442
521,Leonardo Felli,micro_theory,Europe,Cambridge,12,1477,16,1280,152.32530978140173,2079,547.0,1747,29,1320,4,749,12,763,16.5,1262,4,656,16,1309,11.5,1143,862.1123857618503,897,100.78842906050288,2329,488.94214530251446,1343
522,M Hashem Pesaran,econometrics,Europe,Cambridge,70,16,153,24,20674.133814987268,2,76095.0,2,216,34,6,525,65,22,111.0,36,6,456,153,24,83.0,27,22347.410962030383,170,20409.026638222083,1,142828.1864675546,14
